"id","type","id_jo","id_event","id_athlete"
257666,"none",11,142,128265
257667,"none",19,2,128266
257668,"none",19,44,128267
257669,"none",25,108,128268
257670,"none",28,108,128268
257671,"none",19,191,128269
257672,"Gold",19,92,128269
257673,"none",1,191,128269
257674,"none",1,92,128269
257675,"Silver",35,2,128270
257676,"none",26,61,128271
257677,"none",26,402,128271
257678,"none",27,402,128271
257679,"none",16,0,128272
257680,"none",28,131,128273
257681,"none",0,131,128273
257682,"none",0,581,128273
257683,"none",0,16,128274
257684,"none",12,16,128274
257685,"none",37,43,128275
257686,"Bronze",3,600,128276
257687,"Gold",3,664,128276
257688,"Silver",29,278,128277
257689,"Gold",29,83,128277
257690,"Gold",25,348,128278
257691,"Gold",25,230,128278
257692,"none",28,348,128278
257693,"Bronze",28,230,128278
257694,"none",28,350,128278
257695,"Silver",28,170,128278
257696,"none",28,141,128279
257697,"none",9,46,128280
257698,"none",32,46,128280
257699,"none",49,38,128281
257700,"none",49,39,128281
257701,"none",49,58,128281
257702,"none",49,59,128281
257703,"Silver",0,2,128282
257704,"none",22,225,128283
257705,"none",23,225,128283
257706,"none",39,225,128283
257707,"Silver",39,226,128283
257708,"none",26,299,128284
257709,"none",27,207,128285
257710,"none",12,45,128286
257711,"none",11,114,128287
257712,"none",19,109,128288
257713,"none",1,109,128288
257714,"Bronze",44,92,128289
257715,"Bronze",44,92,128290
257716,"none",21,49,128291
257717,"none",7,11,128292
257718,"none",12,97,128293
257719,"none",9,0,128294
257720,"none",36,77,128295
257721,"Bronze",19,206,128296
257722,"Gold",28,82,128297
257723,"Bronze",0,82,128297
257724,"Gold",18,302,128298
257725,"Bronze",25,208,128299
257726,"Gold",25,346,128300
257727,"Bronze",12,206,128301
257728,"none",10,41,128302
257729,"none",15,387,128303
257730,"none",17,6,128304
257731,"none",17,10,128304
257732,"none",17,7,128304
257733,"none",17,8,128304
257734,"none",17,9,128304
257735,"none",8,62,128304
257736,"none",8,503,128304
257737,"none",0,299,128305
257738,"none",11,44,128306
257739,"none",21,44,128306
257740,"none",21,49,128307
257741,"none",0,238,128308
257742,"none",20,147,128309
257743,"none",21,424,128310
257744,"none",11,303,128311
257745,"none",35,113,128312
257746,"none",36,113,128312
257747,"Silver",46,689,128313
257748,"Silver",46,698,128313
257749,"Silver",13,423,128313
257750,"none",27,0,128314
257751,"none",35,524,128315
257752,"Gold",20,44,128316
257753,"none",9,156,128317
257754,"none",26,318,128318
257755,"none",33,112,128319
257756,"none",26,0,128320
257757,"none",37,112,128321
257758,"none",26,42,128322
257759,"Bronze",27,42,128322
257760,"Gold",21,130,128323
257761,"Gold",19,130,128323
257762,"none",21,614,128324
257763,"none",9,190,128325
257764,"none",11,510,128326
257765,"none",7,425,128327
257766,"Bronze",7,12,128327
257767,"none",29,425,128327
257768,"none",16,29,128328
257769,"Bronze",46,173,128329
257770,"none",46,83,128330
257771,"none",28,163,128331
257772,"Bronze",0,163,128331
257773,"none",12,163,128331
257774,"none",12,35,128332
257775,"none",11,35,128332
257776,"none",21,35,128332
257777,"Silver",14,517,128333
257778,"none",33,76,128334
257779,"none",20,355,128335
257780,"none",19,61,128336
257781,"none",19,402,128336
257782,"none",3,56,128337
257783,"none",44,529,128338
257784,"none",44,530,128338
257785,"none",13,2,128339
257786,"Bronze",11,105,128340
257787,"none",27,149,128341
257788,"none",27,187,128341
257789,"none",27,53,128341
257790,"none",36,46,128342
257791,"Bronze",28,136,128343
257792,"none",12,136,128343
257793,"none",11,136,128343
257794,"none",19,260,128344
257795,"none",1,260,128344
257796,"none",25,342,128345
257797,"Gold",25,312,128345
257798,"Gold",28,312,128345
257799,"none",0,437,128346
257800,"none",29,56,128347
257801,"none",29,57,128347
257802,"none",16,423,128348
257803,"none",34,2,128349
257804,"none",28,201,128350
257805,"none",13,2,128351
257806,"none",42,225,128352
257807,"none",42,226,128352
257808,"none",10,224,128352
257809,"none",10,226,128352
257810,"Gold",1,434,128353
257811,"Silver",1,301,128353
257812,"none",20,480,128353
257813,"Silver",20,434,128353
257814,"Silver",20,301,128353
257815,"none",29,109,128354
257816,"none",29,56,128354
257817,"Gold",35,2,128355
257818,"none",11,133,128356
257819,"none",29,74,128357
257820,"Silver",29,75,128357
257821,"none",44,315,128358
257822,"Bronze",44,700,128358
257823,"none",9,159,128359
257824,"none",9,193,128359
257825,"none",34,2,128360
257826,"none",40,586,128361
257827,"none",32,52,128362
257828,"none",34,2,128363
257829,"none",14,2,128364
257830,"none",20,162,128365
257831,"none",27,293,128366
257832,"none",27,348,128366
257833,"Bronze",27,230,128366
257834,"Bronze",27,170,128366
257835,"none",35,293,128366
257836,"none",35,348,128366
257837,"none",35,230,128366
257838,"none",17,492,128367
257839,"none",27,339,128368
257840,"Silver",12,97,128369
257841,"none",38,58,128370
257842,"none",38,59,128370
257843,"none",35,244,128371
257844,"none",42,268,128372
257845,"none",10,300,128373
257846,"none",33,331,128374
257847,"none",20,540,128375
257848,"none",25,87,128376
257849,"none",37,20,128376
257850,"Bronze",37,21,128376
257851,"none",37,22,128376
257852,"none",37,23,128376
257853,"none",37,24,128376
257854,"none",37,25,128376
257855,"none",37,26,128376
257856,"none",37,27,128376
257857,"none",26,20,128376
257858,"Bronze",26,21,128376
257859,"none",26,22,128376
257860,"none",26,23,128376
257861,"none",26,24,128376
257862,"none",26,25,128376
257863,"none",26,26,128376
257864,"none",26,27,128376
257865,"none",6,300,128377
257866,"none",6,418,128377
257867,"none",6,419,128377
257868,"none",17,300,128377
257869,"none",17,418,128377
257870,"none",17,419,128377
257871,"Bronze",25,260,128378
257872,"none",33,115,128379
257873,"none",33,142,128379
257874,"none",33,109,128380
257875,"none",33,172,128380
257876,"none",29,56,128381
257877,"none",29,57,128381
257878,"none",36,87,128382
257879,"Gold",38,13,128383
257880,"Gold",15,13,128383
257881,"none",7,288,128384
257882,"none",7,288,128384
257883,"none",7,288,128384
257884,"none",7,288,128384
257885,"none",7,288,128384
257886,"none",7,288,128384
257887,"none",7,288,128384
257888,"none",7,288,128384
257889,"none",7,288,128384
257890,"none",29,288,128384
257891,"none",0,149,128385
257892,"none",0,186,128385
257893,"none",0,53,128385
257894,"none",0,229,128386
257895,"none",33,516,128387
257896,"Silver",44,20,128388
257897,"none",44,529,128388
257898,"Bronze",44,530,128388
257899,"none",40,20,128388
257900,"none",40,439,128388
257901,"none",40,21,128388
257902,"none",46,20,128388
257903,"none",38,13,128389
257904,"none",15,13,128389
257905,"none",19,122,128390
257906,"none",19,106,128390
257907,"Gold",19,185,128390
257908,"Gold",19,53,128390
257909,"Silver",25,312,128391
257910,"Silver",0,312,128391
257911,"none",12,342,128391
257912,"Bronze",12,312,128391
257913,"none",11,342,128391
257914,"Bronze",11,312,128391
257915,"none",26,136,128392
257916,"Silver",27,136,128392
257917,"none",37,97,128393
257918,"none",26,97,128393
257919,"none",9,118,128394
257920,"none",9,68,128395
257921,"none",32,190,128395
257922,"Gold",33,83,128396
257923,"Gold",37,83,128396
257924,"none",10,5,128397
257925,"none",10,264,128397
257926,"none",10,464,128397
257927,"none",15,249,128398
257928,"none",15,393,128398
257929,"none",15,394,128398
257930,"none",15,466,128398
257931,"none",10,269,128399
257932,"none",10,39,128399
257933,"none",10,58,128399
257934,"none",25,74,128400
257935,"none",25,208,128400
257936,"none",29,46,128401
257937,"none",16,46,128401
257938,"none",14,143,128402
257939,"none",14,500,128402
257940,"none",14,501,128402
257941,"none",34,108,128403
257942,"none",13,149,128404
257943,"none",2,149,128404
257944,"none",29,141,128405
257945,"none",16,207,128406
257946,"none",46,94,128407
257947,"none",2,74,128408
257948,"none",2,75,128408
257949,"none",2,201,128408
257950,"none",2,289,128408
257951,"none",2,452,128408
257952,"none",20,44,128409
257953,"Bronze",1,124,128410
257954,"none",20,124,128410
257955,"none",20,201,128411
257956,"none",20,584,128411
257957,"Silver",20,585,128411
257958,"none",20,161,128412
257959,"Gold",7,60,128413
257960,"none",11,88,128414
257961,"none",21,244,128414
257962,"none",19,88,128414
257963,"none",19,244,128414
257964,"none",23,13,128415
257965,"none",25,74,128416
257966,"none",25,208,128416
257967,"none",25,78,128417
257968,"none",33,74,128418
257969,"none",26,43,128419
257970,"none",45,472,128420
257971,"none",49,202,128420
257972,"none",49,34,128420
257973,"none",32,2,128421
257974,"none",28,20,128422
257975,"Silver",28,21,128422
257976,"none",28,22,128422
257977,"none",28,23,128422
257978,"none",28,24,128422
257979,"none",28,25,128422
257980,"none",28,26,128422
257981,"none",28,27,128422
257982,"none",0,20,128422
257983,"none",0,21,128422
257984,"none",0,22,128422
257985,"none",0,23,128422
257986,"none",0,24,128422
257987,"Silver",0,25,128422
257988,"Bronze",0,26,128422
257989,"Bronze",0,27,128422
257990,"none",12,20,128422
257991,"none",12,21,128422
257992,"none",12,22,128422
257993,"none",12,23,128422
257994,"none",12,24,128422
257995,"Gold",12,25,128422
257996,"none",12,26,128422
257997,"none",12,27,128422
257998,"none",11,20,128422
257999,"none",11,21,128422
258000,"none",11,22,128422
258001,"none",11,23,128422
258002,"none",11,24,128422
258003,"none",11,25,128422
258004,"none",11,26,128422
258005,"none",11,27,128422
258006,"none",33,289,128423
258007,"Silver",16,213,128424
258008,"none",9,212,128424
258009,"Silver",9,213,128424
258010,"Bronze",9,275,128424
258011,"none",9,214,128424
258012,"none",9,215,128424
258013,"none",9,216,128424
258014,"none",9,217,128424
258015,"Gold",40,165,128425
258016,"Silver",40,757,128425
258017,"Gold",46,37,128425
258018,"none",14,37,128426
258019,"none",29,2,128427
258020,"none",11,189,128428
258021,"none",21,189,128428
258022,"none",19,189,128428
258023,"none",1,189,128428
258024,"none",29,57,128429
258025,"none",29,105,128429
258026,"none",28,166,128430
258027,"none",33,115,128431
258028,"Bronze",33,142,128431
258029,"none",8,543,128432
258030,"none",6,41,128433
258031,"none",28,18,128434
258032,"none",35,262,128435
258033,"none",36,262,128435
258034,"none",29,85,128436
258035,"none",29,333,128437
258036,"none",4,202,128438
258037,"Gold",5,202,128438
258038,"Bronze",5,50,128438
258039,"Gold",6,202,128438
258040,"Silver",6,50,128438
258041,"none",35,127,128439
258042,"none",35,128,128439
258043,"none",48,59,128440
258044,"Silver",46,432,128441
258045,"none",13,14,128442
258046,"none",13,291,128442
258047,"none",22,300,128443
258048,"none",12,194,128444
258049,"none",11,495,128445
258050,"none",26,47,128446
258051,"none",16,0,128447
258052,"none",32,0,128447
258053,"none",41,205,128448
258054,"none",16,20,128449
258055,"none",16,21,128449
258056,"none",16,22,128449
258057,"none",16,23,128449
258058,"none",16,24,128449
258059,"none",16,25,128449
258060,"none",16,26,128449
258061,"none",16,27,128449
258062,"none",9,20,128449
258063,"none",9,21,128449
258064,"none",9,22,128449
258065,"none",9,23,128449
258066,"none",9,24,128449
258067,"none",9,25,128449
258068,"none",9,26,128449
258069,"none",9,27,128449
258070,"none",46,576,128450
258071,"none",26,42,128451
258072,"none",27,42,128451
258073,"none",35,42,128451
258074,"none",11,12,128452
258075,"none",20,137,128453
258076,"Gold",16,333,128454
258077,"Gold",11,124,128455
258078,"none",26,207,128456
258079,"none",20,239,128457
258080,"none",26,119,128458
258081,"none",27,119,128458
258082,"none",33,110,128459
258083,"none",27,173,128460
258084,"none",0,163,128461
258085,"none",12,163,128461
258086,"Gold",20,606,128462
258087,"none",5,227,128463
258088,"none",6,227,128463
258089,"none",37,349,128464
258090,"none",37,168,128464
258091,"none",26,230,128464
258092,"none",26,168,128464
258093,"none",26,169,128464
258094,"none",37,186,128465
258095,"none",37,53,128465
258096,"Silver",46,333,128466
258097,"Bronze",2,60,128466
258098,"none",21,86,128467
258099,"none",20,340,128468
258100,"none",13,2,128469
258101,"Silver",3,207,128470
258102,"none",3,207,128470
258103,"none",21,74,128471
258104,"none",36,61,128472
258105,"none",10,268,128473
258106,"Bronze",46,21,128474
258107,"none",2,324,128474
258108,"none",2,371,128474
258109,"Bronze",2,372,128474
258110,"none",2,670,128474
258111,"none",2,373,128474
258112,"none",2,726,128474
258113,"none",2,374,128474
258114,"none",2,344,128474
258115,"Silver",2,587,128474
258116,"Bronze",2,602,128474
258117,"none",14,353,128474
258118,"none",14,587,128474
258119,"none",14,354,128474
258120,"none",14,602,128474
258121,"Bronze",14,580,128474
258122,"none",30,300,128475
258123,"none",30,205,128476
258124,"none",13,97,128477
258125,"none",2,670,128478
258126,"none",2,563,128478
258127,"none",2,564,128478
258128,"none",38,224,128479
258129,"none",38,225,128479
258130,"none",38,226,128479
258131,"none",15,224,128479
258132,"none",15,259,128479
258133,"none",15,225,128479
258134,"none",15,226,128479
258135,"none",18,4,128480
258136,"none",19,206,128481
258137,"none",36,0,128482
258138,"Bronze",21,244,128483
258139,"none",19,74,128484
258140,"none",32,28,128485
258141,"Gold",28,93,128486
258142,"none",0,93,128486
258143,"none",12,177,128486
258144,"none",21,177,128486
258145,"none",19,177,128486
258146,"none",7,100,128487
258147,"none",7,223,128487
258148,"none",29,100,128487
258149,"none",27,348,128488
258150,"Bronze",27,349,128488
258151,"none",27,367,128488
258152,"none",27,119,128489
258153,"none",20,377,128490
258154,"none",30,300,128491
258155,"none",16,109,128492
258156,"Silver",27,279,128493
258157,"Bronze",35,151,128493
258158,"Gold",41,205,128494
258159,"Gold",42,205,128494
258160,"Gold",10,205,128494
258161,"none",25,2,128495
258162,"none",21,44,128496
258163,"none",29,154,128497
258164,"none",9,64,128497
258165,"none",27,87,128498
258166,"none",17,514,128499
258167,"none",8,514,128499
258168,"none",13,20,128500
258169,"none",13,21,128500
258170,"none",13,40,128500
258171,"none",9,103,128501
258172,"none",9,147,128501
258173,"none",9,66,128501
258174,"none",12,128,128502
258175,"none",9,223,128503
258176,"none",11,2,128504
258177,"none",28,44,128505
258178,"none",33,156,128506
258179,"Silver",14,293,128507
258180,"Gold",14,230,128507
258181,"none",1,71,128508
258182,"none",1,122,128509
258183,"none",20,262,128510
258184,"none",20,263,128510
258185,"Silver",12,54,128511
258186,"none",11,69,128512
258187,"none",12,194,128513
258188,"none",20,556,128514
258189,"Silver",21,556,128515
258190,"none",19,556,128515
258191,"Silver",1,556,128515
258192,"none",20,556,128515
258193,"none",19,134,128516
258194,"none",19,330,128516
258195,"Silver",12,133,128517
258196,"none",11,133,128517
258197,"none",21,133,128517
258198,"none",28,164,128518
258199,"none",0,164,128518
258200,"none",19,35,128519
258201,"Bronze",19,163,128520
258202,"none",1,163,128520
258203,"Gold",20,163,128520
258204,"none",1,82,128521
258205,"none",21,463,128522
258206,"Bronze",19,463,128522
258207,"none",1,11,128523
258208,"none",20,11,128523
258209,"none",20,12,128523
258210,"Bronze",2,344,128524
258211,"none",27,74,128525
258212,"none",35,74,128525
258213,"none",35,208,128525
258214,"none",16,42,128526
258215,"none",34,103,128527
258216,"none",34,147,128527
258217,"none",34,66,128527
258218,"none",38,30,128528
258219,"Bronze",38,31,128528
258220,"none",38,34,128528
258221,"Silver",15,31,128528
258222,"none",15,34,128528
258223,"none",26,365,128529
258224,"none",26,366,128529
258225,"none",27,450,128529
258226,"none",27,365,128529
258227,"none",11,99,128530
258228,"none",27,343,128531
258229,"Bronze",26,43,128532
258230,"Silver",27,43,128532
258231,"none",34,197,128533
258232,"none",41,205,128534
258233,"none",14,173,128535
258234,"Silver",2,13,128536
258235,"none",22,10,128537
258236,"none",23,62,128537
258237,"none",23,9,128537
258238,"none",11,166,128538
258239,"none",21,73,128538
258240,"none",19,143,128538
258241,"none",1,141,128538
258242,"Silver",9,207,128539
258243,"none",16,279,128540
258244,"none",26,331,128541
258245,"none",27,331,128541
258246,"none",35,318,128541
258247,"Silver",28,104,128542
258248,"none",0,55,128542
258249,"Gold",0,104,128542
258250,"none",36,167,128543
258251,"none",18,249,128544
258252,"none",18,393,128544
258253,"none",18,394,128544
258254,"none",33,61,128545
258255,"none",37,61,128545
258256,"none",37,402,128545
258257,"none",26,61,128545
258258,"none",26,402,128545
258259,"none",27,61,128545
258260,"none",27,402,128545
258261,"Silver",25,44,128546
258262,"none",26,400,128547
258263,"none",27,85,128547
258264,"none",35,84,128547
258265,"none",26,438,128548
258266,"Silver",28,414,128549
258267,"Silver",28,313,128549
258268,"Gold",28,170,128549
258269,"Bronze",37,2,128550
258270,"none",32,182,128551
258271,"none",33,182,128551
258272,"none",49,268,128552
258273,"none",33,78,128553
258274,"none",48,268,128554
258275,"none",49,268,128554
258276,"Silver",28,318,128555
258277,"Silver",28,331,128555
258278,"Bronze",0,331,128555
258279,"none",12,331,128555
258280,"Gold",35,257,128556
258281,"Gold",36,257,128556
258282,"none",17,13,128557
258283,"Silver",8,13,128557
258284,"none",18,13,128557
258285,"Silver",12,78,128558
258286,"none",1,231,128559
258287,"none",20,231,128559
258288,"none",19,102,128560
258289,"none",1,102,128560
258290,"none",20,102,128560
258291,"none",34,100,128561
258292,"none",34,162,128561
258293,"none",34,223,128561
258294,"none",42,387,128562
258295,"none",27,331,128563
258296,"none",21,115,128564
258297,"Bronze",21,142,128564
258298,"none",19,115,128564
258299,"none",33,236,128565
258300,"none",33,516,128565
258301,"none",37,86,128565
258302,"none",0,234,128566
258303,"none",0,438,128566
258304,"none",29,77,128567
258305,"none",24,202,128568
258306,"none",49,298,128569
258307,"Silver",2,711,128570
258308,"none",35,145,128571
258309,"none",25,28,128572
258310,"none",28,28,128572
258311,"none",0,28,128572
258312,"none",12,28,128572
258313,"none",33,42,128573
258314,"none",2,278,128574
258315,"none",2,106,128574
258316,"none",14,278,128574
258317,"none",20,156,128575
258318,"none",0,61,128576
258319,"Silver",38,302,128577
258320,"none",14,289,128578
258321,"none",30,300,128579
258322,"none",34,2,128580
258323,"none",37,20,128581
258324,"none",37,22,128581
258325,"none",37,23,128581
258326,"none",37,24,128581
258327,"none",37,25,128581
258328,"none",37,26,128581
258329,"none",37,27,128581
258330,"Bronze",37,197,128582
258331,"none",3,55,128583
258332,"none",3,55,128584
258333,"none",35,111,128585
258334,"none",36,111,128585
258335,"none",7,162,128586
258336,"none",29,162,128586
258337,"none",11,119,128587
258338,"none",50,23,128588
258339,"none",50,24,128588
258340,"none",50,25,128588
258341,"none",50,27,128588
258342,"none",26,119,128589
258343,"none",13,97,128590
258344,"none",16,331,128591
258345,"none",9,331,128591
258346,"none",32,331,128591
258347,"none",27,0,128592
258348,"none",25,145,128593
258349,"none",35,97,128594
258350,"none",16,100,128595
258351,"none",9,100,128595
258352,"none",9,66,128595
258353,"none",9,142,128595
258354,"Bronze",35,367,128596
258355,"none",9,180,128597
258356,"Bronze",1,606,128598
258357,"none",20,606,128598
258358,"Gold",5,493,128599
258359,"none",6,493,128599
258360,"none",17,493,128599
258361,"none",10,418,128600
258362,"none",10,205,128600
258363,"none",24,205,128600
258364,"none",4,205,128600
258365,"none",45,13,128601
258366,"none",16,20,128602
258367,"none",16,21,128602
258368,"none",16,22,128602
258369,"none",16,23,128602
258370,"none",16,24,128602
258371,"none",16,25,128602
258372,"none",16,26,128602
258373,"none",16,27,128602
258374,"none",9,20,128602
258375,"none",9,21,128602
258376,"none",9,22,128602
258377,"none",9,23,128602
258378,"none",9,24,128602
258379,"none",9,25,128602
258380,"none",9,26,128602
258381,"none",9,27,128602
258382,"Bronze",50,23,128603
258383,"none",50,24,128603
258384,"Gold",50,674,128603
258385,"Gold",50,25,128603
258386,"Gold",50,675,128603
258387,"Silver",50,26,128603
258388,"Silver",50,27,128603
258389,"none",39,13,128604
258390,"none",31,13,128605
258391,"none",38,13,128606
258392,"Gold",19,119,128607
258393,"Gold",1,119,128607
258394,"Bronze",20,87,128608
258395,"none",29,47,128609
258396,"none",34,431,128610
258397,"none",26,156,128611
258398,"none",4,13,128612
258399,"none",37,188,128613
258400,"none",49,34,128614
258401,"Silver",29,85,128615
258402,"Bronze",29,671,128615
258403,"none",46,67,128616
258404,"none",17,494,128617
258405,"none",8,435,128617
258406,"none",20,289,128618
258407,"Bronze",44,47,128619
258408,"none",44,46,128619
258409,"none",40,47,128619
258410,"none",40,316,128619
258411,"none",40,67,128619
258412,"none",40,317,128619
258413,"none",40,180,128619
258414,"none",40,411,128619
258415,"none",45,472,128620
258416,"none",48,202,128620
258417,"Bronze",10,13,128621
258418,"none",0,358,128622
258419,"none",46,201,128623
258420,"none",46,455,128623
258421,"none",46,548,128623
258422,"none",1,392,128624
258423,"none",15,268,128625
258424,"none",15,129,128625
258425,"none",13,103,128626
258426,"none",13,66,128626
258427,"Silver",16,654,128627
258428,"none",16,655,128627
258429,"Silver",21,230,128628
258430,"Silver",21,170,128628
258431,"Bronze",1,230,128628
258432,"Silver",20,230,128628
258433,"none",30,369,128629
258434,"none",25,197,128630
258435,"none",25,116,128630
258436,"none",12,197,128630
258437,"none",11,197,128630
258438,"none",37,168,128631
258439,"none",37,170,128631
258440,"none",20,119,128632
258441,"none",18,125,128633
258442,"none",38,125,128633
258443,"none",19,130,128634
258444,"none",1,392,128634
258445,"Bronze",1,147,128635
258446,"none",10,30,128636
258447,"none",18,369,128637
258448,"none",18,247,128637
258449,"none",27,151,128638
258450,"none",35,256,128639
258451,"Silver",0,44,128640
258452,"Silver",34,687,128641
258453,"Silver",11,0,128642
258454,"none",28,162,128643
258455,"none",33,349,128644
258456,"Bronze",33,230,128644
258457,"none",28,116,128645
258458,"none",0,116,128645
258459,"none",12,116,128645
258460,"none",11,116,128645
258461,"none",45,13,128646
258462,"none",49,13,128646
258463,"none",29,278,128647
258464,"none",29,83,128647
258465,"none",27,87,128648
258466,"Silver",29,119,128649
258467,"none",12,398,128650
258468,"none",11,398,128650
258469,"none",49,242,128651
258470,"none",31,62,128652
258471,"none",31,9,128652
258472,"none",22,62,128652
258473,"none",22,7,128652
258474,"none",23,7,128652
258475,"none",39,7,128652
258476,"none",33,342,128653
258477,"none",33,312,128653
258478,"none",37,342,128653
258479,"Bronze",37,312,128653
258480,"none",27,400,128654
258481,"none",27,85,128654
258482,"Silver",24,50,128655
258483,"Gold",29,343,128656
258484,"Bronze",27,2,128657
258485,"Gold",35,2,128657
258486,"Silver",3,457,128658
258487,"Gold",3,458,128658
258488,"Silver",27,136,128659
258489,"none",39,13,128660
258490,"none",15,646,128661
258491,"none",25,233,128662
258492,"none",27,94,128663
258493,"none",35,203,128663
258494,"Gold",0,104,128664
258495,"none",11,119,128665
258496,"Bronze",21,119,128665
258497,"Gold",19,119,128665
258498,"none",27,55,128666
258499,"none",15,302,128667
258500,"Gold",24,300,128668
258501,"Silver",24,418,128668
258502,"none",4,300,128668
258503,"none",4,418,128668
258504,"none",5,300,128668
258505,"none",5,418,128668
258506,"none",5,419,128668
258507,"none",6,300,128668
258508,"Gold",6,418,128668
258509,"Gold",6,419,128668
258510,"none",14,2,128669
258511,"none",34,2,128669
258512,"none",35,152,128670
258513,"none",20,197,128671
258514,"Bronze",42,13,128672
258515,"none",14,20,128673
258516,"none",14,21,128673
258517,"none",14,23,128673
258518,"none",14,24,128673
258519,"none",14,25,128673
258520,"none",14,26,128673
258521,"none",14,27,128673
258522,"none",14,486,128673
258523,"none",14,691,128673
258524,"Silver",25,163,128674
258525,"Bronze",0,163,128674
258526,"none",12,163,128674
258527,"none",23,205,128675
258528,"none",39,205,128675
258529,"none",20,78,128676
258530,"none",6,33,128677
258531,"none",17,33,128677
258532,"none",29,119,128678
258533,"none",34,473,128679
258534,"none",26,401,128680
258535,"none",37,20,128681
258536,"none",37,21,128681
258537,"none",37,22,128681
258538,"none",37,23,128681
258539,"none",37,24,128681
258540,"none",37,25,128681
258541,"none",37,26,128681
258542,"none",37,27,128681
258543,"none",28,301,128682
258544,"none",42,226,128683
258545,"none",10,224,128683
258546,"none",10,226,128683
258547,"none",21,276,128684
258548,"none",17,125,128685
258549,"none",8,125,128685
258550,"none",33,173,128686
258551,"none",37,91,128686
258552,"none",0,261,128687
258553,"none",12,261,128687
258554,"none",12,203,128688
258555,"Silver",37,2,128689
258556,"none",14,103,128690
258557,"none",14,147,128690
258558,"none",34,115,128690
258559,"none",34,142,128690
258560,"none",5,50,128691
258561,"none",4,41,128692
258562,"none",5,41,128692
258563,"Gold",6,41,128692
258564,"none",17,41,128692
258565,"none",8,588,128692
258566,"Bronze",18,588,128692
258567,"none",21,42,128693
258568,"none",9,68,128694
258569,"Bronze",14,42,128695
258570,"Gold",14,106,128695
258571,"Gold",14,14,128695
258572,"Gold",14,107,128695
258573,"none",34,42,128695
258574,"Gold",34,106,128695
258575,"Gold",34,107,128695
258576,"none",19,194,128696
258577,"none",1,194,128696
258578,"none",26,114,128697
258579,"none",34,428,128698
258580,"none",40,135,128699
258581,"Gold",46,135,128699
258582,"none",35,111,128700
258583,"none",36,156,128700
258584,"none",25,156,128700
258585,"none",28,207,128700
258586,"none",35,117,128701
258587,"none",20,178,128702
258588,"none",20,293,128702
258589,"Silver",20,230,128702
258590,"Gold",20,170,128702
258591,"none",26,42,128703
258592,"Bronze",27,42,128703
258593,"none",25,28,128704
258594,"none",14,115,128705
258595,"Silver",14,142,128705
258596,"none",28,103,128706
258597,"none",28,66,128706
258598,"none",37,349,128707
258599,"none",12,2,128708
258600,"none",37,106,128709
258601,"none",27,86,128710
258602,"none",8,300,128711
258603,"none",8,419,128711
258604,"none",25,102,128712
258605,"Silver",11,97,128713
258606,"Bronze",21,97,128713
258607,"none",35,76,128714
258608,"none",36,77,128714
258609,"Silver",32,156,128715
258610,"Bronze",46,2,128716
258611,"Bronze",2,268,128717
258612,"none",2,242,128717
258613,"none",43,268,128717
258614,"none",43,242,128717
258615,"none",45,268,128717
258616,"none",45,242,128717
258617,"none",19,49,128718
258618,"none",28,311,128719
258619,"Bronze",32,296,128720
258620,"Gold",32,297,128720
258621,"none",33,296,128720
258622,"none",33,297,128720
258623,"none",14,306,128721
258624,"none",0,122,128722
258625,"none",0,185,128722
258626,"none",16,20,128723
258627,"none",16,21,128723
258628,"none",16,22,128723
258629,"none",16,23,128723
258630,"none",16,24,128723
258631,"none",16,25,128723
258632,"none",16,26,128723
258633,"none",16,27,128723
258634,"none",9,278,128724
258635,"none",20,291,128725
258636,"Bronze",20,119,128726
258637,"none",34,119,128727
258638,"none",29,119,128727
258639,"none",36,208,128728
258640,"none",20,74,128729
258641,"none",20,436,128729
258642,"none",35,251,128730
258643,"Bronze",36,251,128730
258644,"none",25,251,128730
258645,"none",0,212,128731
258646,"none",0,213,128731
258647,"none",0,214,128731
258648,"none",0,215,128731
258649,"none",0,216,128731
258650,"none",0,217,128731
258651,"none",9,331,128732
258652,"none",33,331,128732
258653,"none",35,91,128733
258654,"Bronze",28,433,128734
258655,"Gold",0,433,128734
258656,"Silver",12,397,128734
258657,"Silver",11,397,128734
258658,"none",21,397,128734
258659,"none",16,174,128735
258660,"none",16,12,128735
258661,"none",47,202,128736
258662,"none",15,300,128737
258663,"none",15,418,128737
258664,"Gold",15,419,128737
258665,"none",1,194,128738
258666,"none",1,220,128738
258667,"none",20,194,128738
258668,"none",20,220,128738
258669,"none",16,293,128739
258670,"none",16,349,128739
258671,"none",16,230,128739
258672,"none",2,278,128740
258673,"none",2,83,128740
258674,"none",2,364,128740
258675,"none",35,2,128741
258676,"none",28,2,128741
258677,"none",28,180,128742
258678,"none",0,180,128742
258679,"none",12,180,128742
258680,"none",11,180,128742
258681,"none",21,178,128743
258682,"none",22,13,128744
258683,"none",34,595,128745
258684,"none",7,288,128745
258685,"none",7,288,128745
258686,"none",7,288,128745
258687,"none",37,104,128746
258688,"none",37,152,128746
258689,"none",37,105,128746
258690,"none",26,55,128746
258691,"none",26,104,128746
258692,"none",27,104,128746
258693,"none",27,105,128746
258694,"none",27,49,128747
258695,"none",35,118,128747
258696,"Bronze",35,49,128747
258697,"none",13,147,128748
258698,"none",13,115,128748
258699,"Gold",36,103,128749
258700,"Silver",36,147,128749
258701,"none",36,66,128749
258702,"none",25,103,128749
