"id","noc","year","value"
11779,"PRK",1966,
11780,"PRK",1967,
11781,"PRK",1968,
11782,"PRK",1969,
11783,"PRK",1970,
11784,"PRK",1971,
11785,"PRK",1972,
11786,"PRK",1973,
11787,"PRK",1974,
11788,"PRK",1975,
11789,"PRK",1976,
11790,"PRK",1977,
11791,"PRK",1978,
11792,"PRK",1979,
11793,"PRK",1980,
11794,"PRK",1981,
11795,"PRK",1982,
11796,"PRK",1983,
11797,"PRK",1984,
11798,"PRK",1985,
11799,"PRK",1986,
11800,"PRK",1987,
11801,"PRK",1988,
11802,"PRK",1989,
11803,"PRK",1990,
11804,"PRK",1991,
11805,"PRK",1992,
11806,"PRK",1993,
11807,"PRK",1994,
11808,"PRK",1995,
11809,"PRK",1996,
11810,"PRK",1997,
11811,"PRK",1998,
11812,"PRK",1999,
11813,"PRK",2000,
11814,"PRK",2001,
11815,"PRK",2002,
11816,"PRK",2003,
11817,"PRK",2004,
11818,"PRK",2005,
11819,"PRK",2006,
11820,"PRK",2007,
11821,"PRK",2008,
11822,"PRK",2009,
11823,"PRK",2010,
11824,"PRK",2011,
11825,"PRK",2012,
11826,"PRK",2013,
11827,"PRK",2014,
11828,"PRK",2015,
11829,"PRK",2016,
11830,"PRK",2017,
11831,"PRK",2018,
11832,"PRK",2019,
11833,"PRK",2020,
11834,"PRT",1960,"3193200404.37297"
11835,"PRT",1961,"3417516639.37596"
11836,"PRT",1962,"3668222357.65702"
11837,"PRT",1963,"3905734459.72693"
11838,"PRT",1964,"4235608177.67102"
11839,"PRT",1965,"4687464054.83455"
11840,"PRT",1966,"5135387845.97108"
11841,"PRT",1967,"5740241165.63433"
11842,"PRT",1968,"6354262628.33537"
11843,"PRT",1969,"6969025825.62868"
11844,"PRT",1970,"8108235704.32357"
11845,"PRT",1971,"9201604240.28269"
11846,"PRT",1972,"11239117865.0852"
11847,"PRT",1973,"15090564186.4268"
11848,"PRT",1974,"17512391475.9274"
11849,"PRT",1975,"19347607843.1373"
11850,"PRT",1976,"20332831564.9867"
11851,"PRT",1977,"21439523310.6338"
11852,"PRT",1978,"23487614051.0949"
11853,"PRT",1979,"26622819672.1311"
11854,"PRT",1980,"32896519823.7885"
11855,"PRT",1981,"31977276872.9642"
11856,"PRT",1982,"30527754793.1382"
11857,"PRT",1983,"27239650741.9472"
11858,"PRT",1984,"25217969049.5755"
11859,"PRT",1985,"27115807742.0873"
11860,"PRT",1986,"38745901353.7059"
11861,"PRT",1987,"48182925857.4071"
11862,"PRT",1988,"56347250696.3788"
11863,"PRT",1989,"60594092182.3275"
11864,"PRT",1990,"78713860216.5659"
11865,"PRT",1991,"89233599278.4792"
11866,"PRT",1992,"107592098307.098"
11867,"PRT",1993,"95009751901.2592"
11868,"PRT",1994,"99688641304.3478"
11869,"PRT",1995,"118122007430.012"
11870,"PRT",1996,"122630089680.27"
11871,"PRT",1997,"117016535162.95"
11872,"PRT",1998,"123946327916.296"
11873,"PRT",1999,"127427343916.471"
11874,"PRT",2000,"118310710337.203"
11875,"PRT",2001,"121498889485.459"
11876,"PRT",2002,"134156091661.961"
11877,"PRT",2003,"164862142212.19"
11878,"PRT",2004,"189034502110.752"
11879,"PRT",2005,"197180330804.626"
11880,"PRT",2006,"208581694893.991"
11881,"PRT",2007,"240190803449.22"
11882,"PRT",2008,"262344779551.78"
11883,"PRT",2009,"243701635176.438"
11884,"PRT",2010,"237880908317.652"
11885,"PRT",2011,"244797226567.109"
11886,"PRT",2012,"216236608773.976"
11887,"PRT",2013,"226369502104.236"
11888,"PRT",2014,"229596170846.995"
11889,"PRT",2015,"199313894327.486"
11890,"PRT",2016,"206286022781.894"
11891,"PRT",2017,"220811110492.149"
11892,"PRT",2018,"242194788533.537"
11893,"PRT",2019,"239510770948.274"
11894,"PRT",2020,"231255587276.741"
11895,"PRY",1960,
11896,"PRY",1961,
11897,"PRY",1962,
11898,"PRY",1963,
11899,"PRY",1964,
11900,"PRY",1965,"443587301.587302"
11901,"PRY",1966,"465888888.888889"
11902,"PRY",1967,"492674603.174603"
11903,"PRY",1968,"517650793.650794"
11904,"PRY",1969,"556293650.793651"
11905,"PRY",1970,"594611111.111111"
11906,"PRY",1971,"664571428.571429"
11907,"PRY",1972,"769039682.539683"
11908,"PRY",1973,"995531746.031746"
11909,"PRY",1974,"1333475396.8254"
11910,"PRY",1975,"1511420634.92063"
11911,"PRY",1976,"1698960317.46032"
11912,"PRY",1977,"2092158730.15873"
11913,"PRY",1978,"2559857142.85714"
11914,"PRY",1979,"3416777777.77778"
11915,"PRY",1980,"4448087301.5873"
11916,"PRY",1981,"5624515873.01587"
11917,"PRY",1982,"5419411764.70588"
11918,"PRY",1983,"5673248726.18009"
11919,"PRY",1984,"4502462807.0602"
11920,"PRY",1985,"3282449235.87261"
11921,"PRY",1986,"3723993942.72004"
11922,"PRY",1987,"3971044723.80154"
11923,"PRY",1988,"4255683528.33968"
11924,"PRY",1989,"4757732199.96678"
11925,"PRY",1990,"5812114523.02702"
11926,"PRY",1991,"6984367762.90371"
11927,"PRY",1992,"7157424031.06045"
11928,"PRY",1993,"7249533620.30614"
11929,"PRY",1994,"7870982004.8195"
11930,"PRY",1995,"9062131475.02318"
11931,"PRY",1996,"9788391780.52421"
11932,"PRY",1997,"9965225678.05093"
11933,"PRY",1998,"9260481572.42462"
11934,"PRY",1999,"8837070235.51892"
11935,"PRY",2000,"8855705139.55857"
11936,"PRY",2001,"8495806432.18467"
11937,"PRY",2002,"7196260656.84556"
11938,"PRY",2003,"7691367471.17992"
11939,"PRY",2004,"9624440836.29309"
11940,"PRY",2005,"10737500188.1123"
11941,"PRY",2006,"13429430050.261"
11942,"PRY",2007,"17856270473.153"
11943,"PRY",2008,"24616537618.2325"
11944,"PRY",2009,"22355601273.3545"
11945,"PRY",2010,"27237782849.6908"
11946,"PRY",2011,"33756238766.5"
11947,"PRY",2012,"33296438306.4747"
11948,"PRY",2013,"38651334287.6732"
11949,"PRY",2014,"40377987208.689"
11950,"PRY",2015,"36211372702.8085"
11951,"PRY",2016,"36089550659.0914"
11952,"PRY",2017,"38997129473.5558"
11953,"PRY",2018,"40225448340.6322"
11954,"PRY",2019,"37906944074.6128"
11955,"PRY",2020,"35304238230.1132"
11956,"PSE",1960,
11957,"PSE",1961,
11958,"PSE",1962,
11959,"PSE",1963,
11960,"PSE",1964,
11961,"PSE",1965,
11962,"PSE",1966,
11963,"PSE",1967,
11964,"PSE",1968,
11965,"PSE",1969,
11966,"PSE",1970,
11967,"PSE",1971,
11968,"PSE",1972,
11969,"PSE",1973,
11970,"PSE",1974,
11971,"PSE",1975,
11972,"PSE",1976,
11973,"PSE",1977,
11974,"PSE",1978,
11975,"PSE",1979,
11976,"PSE",1980,
11977,"PSE",1981,
11978,"PSE",1982,
11979,"PSE",1983,
11980,"PSE",1984,
11981,"PSE",1985,
11982,"PSE",1986,
11983,"PSE",1987,
11984,"PSE",1988,
11985,"PSE",1989,
11986,"PSE",1990,
11987,"PSE",1991,
11988,"PSE",1992,
11989,"PSE",1993,
11990,"PSE",1994,"2843300000"
11991,"PSE",1995,"3282800000"
11992,"PSE",1996,"3409600000"
11993,"PSE",1997,"3759800000"
11994,"PSE",1998,"4067800000"
11995,"PSE",1999,"4271200000"
11996,"PSE",2000,"4313600000"
11997,"PSE",2001,"4003700000"
11998,"PSE",2002,"3555800000"
11999,"PSE",2003,"3968000000"
12000,"PSE",2004,"4603100000"
12001,"PSE",2005,"5125700000"
12002,"PSE",2006,"5348300000"
12003,"PSE",2007,"5815700000"
12004,"PSE",2008,"7310400000"
12005,"PSE",2009,"8085700000"
12006,"PSE",2010,"9681500000"
12007,"PSE",2011,"11186100000"
12008,"PSE",2012,"12208400000"
12009,"PSE",2013,"13515500000"
12010,"PSE",2014,"13989700000"
12011,"PSE",2015,"13972400000"
12012,"PSE",2016,"15405400000"
12013,"PSE",2017,"16128000000"
12014,"PSE",2018,"16276600000"
12015,"PSE",2019,"17133500000"
12016,"PSE",2020,"15561300000"
12017,"PSS",1960,
12018,"PSS",1961,
12019,"PSS",1962,
12020,"PSS",1963,
12021,"PSS",1964,
12022,"PSS",1965,
12023,"PSS",1966,
12024,"PSS",1967,
12025,"PSS",1968,
12026,"PSS",1969,
12027,"PSS",1970,
12028,"PSS",1971,
12029,"PSS",1972,
12030,"PSS",1973,
12031,"PSS",1974,
12032,"PSS",1975,"1137259299.54678"
12033,"PSS",1976,"1140381139.64387"
12034,"PSS",1977,"1189782665.01147"
12035,"PSS",1978,"1379853168.00751"
12036,"PSS",1979,"1690559859.06817"
12037,"PSS",1980,"1962197369.31565"
12038,"PSS",1981,"2021548448.21523"
12039,"PSS",1982,"1973921703.11529"
12040,"PSS",1983,"1877389501.48737"
12041,"PSS",1984,"1978084000.57961"
12042,"PSS",1985,"1873088828.41409"
12043,"PSS",1986,"2042954223.60838"
12044,"PSS",1987,"1985438460.27355"
12045,"PSS",1988,"2031694929.01117"
12046,"PSS",1989,"2100010347.02626"
12047,"PSS",1990,"2351147698.57837"
12048,"PSS",1991,"2500506841.4018"
12049,"PSS",1992,"2742975755.64045"
12050,"PSS",1993,"2907993080.70258"
12051,"PSS",1994,"3426022226.81851"
12052,"PSS",1995,"3716833602.51789"
12053,"PSS",1996,"3978702294.71836"
12054,"PSS",1997,"3985636424.31259"
12055,"PSS",1998,"3413029052.47828"
12056,"PSS",1999,"3754359598.32958"
12057,"PSS",2000,"3444921946.76913"
12058,"PSS",2001,"3395627454.74412"
12059,"PSS",2002,"3564053859.65798"
12060,"PSS",2003,"4178053060.69634"
12061,"PSS",2004,"4818328883.27559"
12062,"PSS",2005,"5329582188.2024"
12063,"PSS",2006,"5613654035.00735"
12064,"PSS",2007,"6192507684.069"
12065,"PSS",2008,"6609313685.01855"
12066,"PSS",2009,"5916221183.87631"
12067,"PSS",2010,"6566824402.18097"
12068,"PSS",2011,"7713434654.21094"
12069,"PSS",2012,"8187035163.22642"
12070,"PSS",2013,"8498098714.23933"
12071,"PSS",2014,"9226348805.80855"
12072,"PSS",2015,"9019943659.00476"
12073,"PSS",2016,"9453367093.78928"
12074,"PSS",2017,"10213198744.5181"
12075,"PSS",2018,"10648756157.9936"
12076,"PSS",2019,"10637424277.5219"
12077,"PSS",2020,"9170736596.47727"
12078,"PST",1960,"1046332223873.93"
12079,"PST",1961,"1106297047932.93"
12080,"PST",1962,"1194518726498.29"
12081,"PST",1963,"1286713396893.12"
12082,"PST",1964,"1403824814571.82"
12083,"PST",1965,"1525224565725.33"
12084,"PST",1966,"1672966281754.22"
12085,"PST",1967,"1795895375018.83"
12086,"PST",1968,"1947967064072.05"
12087,"PST",1969,"2141876405338.08"
12088,"PST",1970,"2338904873088.65"
12089,"PST",1971,"2593220311847.22"
12090,"PST",1972,"3008225161321.95"
12091,"PST",1973,"3631999239239.83"
12092,"PST",1974,"4056157566762.02"
12093,"PST",1975,"4544828267736.27"
12094,"PST",1976,"4931701506582.47"
12095,"PST",1977,"5575613161952.61"
12096,"PST",1978,"6699543007604.23"
12097,"PST",1979,"7702798684686.73"
12098,"PST",1980,"8529692427301.2"
12099,"PST",1981,"8626038602052.94"
12100,"PST",1982,"8588187250289.12"
12101,"PST",1983,"8912666875066.77"
12102,"PST",1984,"9314263461784.76"
12103,"PST",1985,"9807882089555.51"
12104,"PST",1986,"11984015066026.2"
12105,"PST",1987,"13894911665053.7"
12106,"PST",1988,"15652599177129.8"
12107,"PST",1989,"16347923949949.6"
12108,"PST",1990,"18350033992484.6"
12109,"PST",1991,"19375760152113.2"
12110,"PST",1992,"20806448564406.2"
12111,"PST",1993,"20946888231803.8"
12112,"PST",1994,"22431285438898.2"
12113,"PST",1995,"24875341718315.3"
12114,"PST",1996,"24999232594060"
12115,"PST",1997,"24520554968206.9"
12116,"PST",1998,"24639497506377.3"
12117,"PST",1999,"25862526638965.8"
12118,"PST",2000,"26294186756224.7"
12119,"PST",2001,"26053316129150.4"
12120,"PST",2002,"27167091609749"
12121,"PST",2003,"30472518993901.8"
12122,"PST",2004,"33857505694163.8"
12123,"PST",2005,"35644199269793.4"
12124,"PST",2006,"37518685252839.4"
12125,"PST",2007,"40939860510089"
12126,"PST",2008,"43279118157071.1"
12127,"PST",2009,"40787055338218.2"
12128,"PST",2010,"42550729295926.4"
12129,"PST",2011,"45685931119833.1"
12130,"PST",2012,"45641024931446.8"
12131,"PST",2013,"46101860324218.2"
12132,"PST",2014,"47060942290187"
12133,"PST",2015,"44558051121128.2"
12134,"PST",2016,"45551709733193.2"
12135,"PST",2017,"47483868055092.8"
12136,"PST",2018,"50345397908613.2"
12137,"PST",2019,"50795259523739.9"
12138,"PST",2020,"49308104492761.5"
12139,"PYF",1960,
12140,"PYF",1961,
12141,"PYF",1962,
12142,"PYF",1963,
12143,"PYF",1964,
12144,"PYF",1965,"176534589.603389"
12145,"PYF",1966,"215659455.017302"
12146,"PYF",1967,"220984369.12915"
12147,"PYF",1968,"259590076.293001"
12148,"PYF",1969,"242943776.862299"
12149,"PYF",1970,"254035999.217197"
12150,"PYF",1971,"296613496.873269"
12151,"PYF",1972,"325843254.667123"
12152,"PYF",1973,"431254103.046477"
12153,"PYF",1974,"555337985.682991"
12154,"PYF",1975,"690319754.911192"
12155,"PYF",1976,"732286143.34291"
12156,"PYF",1977,"793193187.41557"
12157,"PYF",1978,"1005573294.20763"
12158,"PYF",1979,"1215031775.26795"
12159,"PYF",1980,"1362151523.68993"
12160,"PYF",1981,"1279972866.38172"
12161,"PYF",1982,"1286462642.63697"
12162,"PYF",1983,"1335895286.3918"
12163,"PYF",1984,"1378991403.37881"
12164,"PYF",1985,"1507230778.89921"
12165,"PYF",1986,"2301514717.29807"
12166,"PYF",1987,"2543199148.3893"
12167,"PYF",1988,"2687472829.62988"
12168,"PYF",1989,"2636461517.1052"
12169,"PYF",1990,"3181206304.81549"
12170,"PYF",1991,"3267367609.89528"
12171,"PYF",1992,"3558215110.24809"
12172,"PYF",1993,"3694600399.89225"
12173,"PYF",1994,"3522272321.40766"
12174,"PYF",1995,"3982374845.92709"
12175,"PYF",1996,"3954696873.74892"
12176,"PYF",1997,"3567062511.87293"
12177,"PYF",1998,"3775160797.38928"
12178,"PYF",1999,"3797016068.69688"
12179,"PYF",2000,"3447543137.9415"
12180,"PYF",2001,
12181,"PYF",2002,
12182,"PYF",2003,
12183,"PYF",2004,
12184,"PYF",2005,
12185,"PYF",2006,
12186,"PYF",2007,
12187,"PYF",2008,
12188,"PYF",2009,
12189,"PYF",2010,
12190,"PYF",2011,
12191,"PYF",2012,
12192,"PYF",2013,
12193,"PYF",2014,
12194,"PYF",2015,
12195,"PYF",2016,
12196,"PYF",2017,
12197,"PYF",2018,
12198,"PYF",2019,
12199,"PYF",2020,
12200,"QAT",1960,
12201,"QAT",1961,
12202,"QAT",1962,
12203,"QAT",1963,
12204,"QAT",1964,
12205,"QAT",1965,
12206,"QAT",1966,
12207,"QAT",1967,
12208,"QAT",1968,
12209,"QAT",1969,
12210,"QAT",1970,"301791301.791302"
12211,"QAT",1971,"387700084.245998"
12212,"QAT",1972,"510259940.720474"
12213,"QAT",1973,"793884368.040437"
12214,"QAT",1974,"2401403227.44085"
12215,"QAT",1975,"2512784033.37828"
12216,"QAT",1976,"3284301332.18953"
12217,"QAT",1977,"3617580171.76055"
12218,"QAT",1978,"4052000412.70087"
12219,"QAT",1979,"5633000318.02401"
12220,"QAT",1980,"7829094613.07082"
12221,"QAT",1981,"8661263763.73626"
12222,"QAT",1982,"7596703214.28571"
12223,"QAT",1983,"6467582307.69231"
12224,"QAT",1984,"6704395824.17582"
12225,"QAT",1985,"6153296456.04396"
12226,"QAT",1986,"5053021950.54945"
12227,"QAT",1987,"5446428681.31868"
12228,"QAT",1988,"6038187032.96703"
12229,"QAT",1989,"6487912087.91209"
12230,"QAT",1990,"7360439423.07692"
12231,"QAT",1991,"6883516483.51648"
12232,"QAT",1992,"7646153983.51648"
12233,"QAT",1993,"7156593653.84615"
12234,"QAT",1994,"7374450769.23077"
12235,"QAT",1995,"8137911978.02198"
12236,"QAT",1996,"9059340384.61539"
12237,"QAT",1997,"11297802115.3846"
12238,"QAT",1998,"10255495027.4725"
12239,"QAT",1999,"12393131868.1319"
12240,"QAT",2000,"17759890109.8901"
12241,"QAT",2001,"17538461538.4615"
12242,"QAT",2002,"19363736263.7363"
12243,"QAT",2003,"23533791208.7912"
12244,"QAT",2004,"31734065934.0659"
12245,"QAT",2005,"44530494505.4945"
12246,"QAT",2006,"60882142857.1429"
12247,"QAT",2007,"79712087912.0879"
12248,"QAT",2008,"115270054945.055"
12249,"QAT",2009,"97798351648.3516"
12250,"QAT",2010,"125122306346.154"
12251,"QAT",2011,"167775268614.037"
12252,"QAT",2012,"186833502362.128"
12253,"QAT",2013,"198727642979.297"
12254,"QAT",2014,"206224598564.624"
12255,"QAT",2015,"161739955577.748"
12256,"QAT",2016,"151732181857.113"
12257,"QAT",2017,"161099122215.307"
12258,"QAT",2018,"183334953813.209"
12259,"QAT",2019,"175837550996.185"
12260,"QAT",2020,"146373588866.511"
12261,"ROU",1960,
12262,"ROU",1961,
12263,"ROU",1962,
12264,"ROU",1963,
12265,"ROU",1964,
12266,"ROU",1965,
12267,"ROU",1966,
12268,"ROU",1967,
12269,"ROU",1968,
12270,"ROU",1969,
12271,"ROU",1970,
12272,"ROU",1971,
12273,"ROU",1972,
12274,"ROU",1973,
12275,"ROU",1974,
12276,"ROU",1975,
12277,"ROU",1976,
12278,"ROU",1977,
12279,"ROU",1978,
12280,"ROU",1979,
12281,"ROU",1980,
12282,"ROU",1981,
12283,"ROU",1982,
12284,"ROU",1983,
12285,"ROU",1984,
12286,"ROU",1985,
12287,"ROU",1986,
12288,"ROU",1987,"38413636363.6364"
12289,"ROU",1988,"40809523809.5238"
12290,"ROU",1989,"42105263157.8947"
12291,"ROU",1990,"38995454545.4545"
12292,"ROU",1991,"28998684210.5263"
12293,"ROU",1992,"25121666666.6667"
12294,"ROU",1993,"26362894736.8421"
12295,"ROU",1994,"30074440483.3837"
12296,"ROU",1995,"37435317265.1254"
12297,"ROU",1996,"36937074278.3004"
12298,"ROU",1997,"35574916294.6429"
12299,"ROU",1998,"41694118972.5101"
12300,"ROU",1999,"35952781582.2083"
12301,"ROU",2000,"37253259016.9976"
12302,"ROU",2001,"40394824679.1232"
12303,"ROU",2002,"46066101951.2933"
12304,"ROU",2003,"57806506024.0964"
12305,"ROU",2004,"74972669056.5922"
12306,"ROU",2005,"98452791982.7024"
12307,"ROU",2006,"122022997508.01"
12308,"ROU",2007,"174585202805.233"
12309,"ROU",2008,"214313628965.024"
12310,"ROU",2009,"174103695930.213"
12311,"ROU",2010,"166309355234.589"
12312,"ROU",2011,"183326740143.016"
12313,"ROU",2012,"170635805316.879"
12314,"ROU",2013,"190801346194.297"
12315,"ROU",2014,"199959363430.073"
12316,"ROU",2015,"177729210874.504"
12317,"ROU",2016,"188128818486.401"
12318,"ROU",2017,"211695422578.655"
12319,"ROU",2018,"241457403085.042"
12320,"ROU",2019,"249696854574.199"
12321,"ROU",2020,"248715551366.635"
12322,"RUS",1960,
12323,"RUS",1961,
12324,"RUS",1962,
12325,"RUS",1963,
12326,"RUS",1964,
12327,"RUS",1965,
12328,"RUS",1966,
12329,"RUS",1967,
12330,"RUS",1968,
12331,"RUS",1969,
12332,"RUS",1970,
12333,"RUS",1971,
12334,"RUS",1972,
12335,"RUS",1973,
12336,"RUS",1974,
12337,"RUS",1975,
12338,"RUS",1976,
12339,"RUS",1977,
12340,"RUS",1978,
12341,"RUS",1979,
12342,"RUS",1980,
12343,"RUS",1981,
12344,"RUS",1982,
12345,"RUS",1983,
12346,"RUS",1984,
12347,"RUS",1985,
12348,"RUS",1986,
12349,"RUS",1987,
12350,"RUS",1988,"554713455149.502"
12351,"RUS",1989,"506500173960.269"
12352,"RUS",1990,"516814274021.956"
12353,"RUS",1991,"517962962962.963"
12354,"RUS",1992,"460290556900.726"
12355,"RUS",1993,"435083713850.837"
12356,"RUS",1994,"395077301248.464"
12357,"RUS",1995,"395537185734.854"
12358,"RUS",1996,"391724890744.498"
12359,"RUS",1997,"404928954191.876"
12360,"RUS",1998,"270955486862.442"
12361,"RUS",1999,"195907128350.934"
12362,"RUS",2000,"259710142196.943"
12363,"RUS",2001,"306602070620.5"
12364,"RUS",2002,"345470494417.863"
12365,"RUS",2003,"430347770731.787"
12366,"RUS",2004,"591016690742.798"
12367,"RUS",2005,"764017107992.391"
12368,"RUS",2006,"989930542278.695"
12369,"RUS",2007,"1299705764823.62"
12370,"RUS",2008,"1660846387624.78"
12371,"RUS",2009,"1222644282201.86"
12372,"RUS",2010,"1524917468442.01"
12373,"RUS",2011,"2045925608274.37"
12374,"RUS",2012,"2208295773643.15"
12375,"RUS",2013,"2292473246621.08"
12376,"RUS",2014,"2059241965490.83"
12377,"RUS",2015,"1363481063446.77"
12378,"RUS",2016,"1276786979221.81"
12379,"RUS",2017,"1574199387070.9"
12380,"RUS",2018,"1657328865709.99"
12381,"RUS",2019,"1687448525466.61"
12382,"RUS",2020,"1483497784867.6"
12383,"RWA",1960,"119000024"
12384,"RWA",1961,"122000016"
12385,"RWA",1962,"125000008"
12386,"RWA",1963,"128000000"
12387,"RWA",1964,"129999994"
12388,"RWA",1965,"148799980"
12389,"RWA",1966,"124525702.857143"
12390,"RWA",1967,"159560018"
12391,"RWA",1968,"172200018"
12392,"RWA",1969,"188700037"
12393,"RWA",1970,"219900006"
12394,"RWA",1971,"222952578.196381"
12395,"RWA",1972,"246457838.336681"
12396,"RWA",1973,"290746157.145921"
12397,"RWA",1974,"308458423.183854"
12398,"RWA",1975,"571863295.740122"
12399,"RWA",1976,"637754162.101094"
12400,"RWA",1977,"746650558.55469"
12401,"RWA",1978,"905709147.27019"
12402,"RWA",1979,"1109346220.52885"
12403,"RWA",1980,"1254765349.93185"
12404,"RWA",1981,"1407062607.63214"
12405,"RWA",1982,"1407242640.23211"
12406,"RWA",1983,"1479688125.8852"
12407,"RWA",1984,"1587412957.22263"
12408,"RWA",1985,"1715625839.17973"
12409,"RWA",1986,"1944711061.30888"
12410,"RWA",1987,"2157434025.16467"
12411,"RWA",1988,"2395493877.51365"
12412,"RWA",1989,"2405021932.89997"
12413,"RWA",1990,"2550185618.14774"
12414,"RWA",1991,"1911600969.76612"
12415,"RWA",1992,"2029026704.02707"
12416,"RWA",1993,"1971525998.87685"
12417,"RWA",1994,"753636370.454545"
12418,"RWA",1995,"1293535010.94467"
12419,"RWA",1996,"1382334879.40812"
12420,"RWA",1997,"1851558301.7002"
12421,"RWA",1998,"1989343495.21844"
12422,"RWA",1999,"2155659412.6104"
12423,"RWA",2000,"2067528500.40621"
12424,"RWA",2001,"1965444514.89971"
12425,"RWA",2002,"1964779920.78511"
12426,"RWA",2003,"2137093489.31936"
12427,"RWA",2004,"2375281626.60252"
12428,"RWA",2005,"2932213574.70995"
12429,"RWA",2006,"3317951468.37027"
12430,"RWA",2007,"4068065928.6413"
12431,"RWA",2008,"5177015141.48246"
12432,"RWA",2009,"5671332137.79866"
12433,"RWA",2010,"6121234528.98826"
12434,"RWA",2011,"6881038269.61727"
12435,"RWA",2012,"7650300319.83"
12436,"RWA",2013,"7815599502.65683"
12437,"RWA",2014,"8241332516.54991"
12438,"RWA",2015,"8539048447.78065"
12439,"RWA",2016,"8690485823.14546"
12440,"RWA",2017,"9253098954.27769"
12441,"RWA",2018,"9640280084.19572"
12442,"RWA",2019,"10355974217.3735"
12443,"RWA",2020,"10333991891.7032"
12444,"SAS",1960,"47170699606.9233"
12445,"SAS",1961,"50331770780.8139"
12446,"SAS",1962,"53721519494.2269"
12447,"SAS",1963,"60426255394.5899"
12448,"SAS",1964,"69179494304.1268"
12449,"SAS",1965,"74296512694.0871"
12450,"SAS",1966,"62475116958.2954"
12451,"SAS",1967,"68733357253.0769"
12452,"SAS",1968,"72039818016.715"
12453,"SAS",1969,"79195490145.2863"
12454,"SAS",1970,"85737283039.6523"
12455,"SAS",1971,"91195879601.4184"
12456,"SAS",1972,"91680529302.1745"
12457,"SAS",1973,"104812500642.22"
12458,"SAS",1974,"126972253469.314"
12459,"SAS",1975,"135907831613.683"
12460,"SAS",1976,"132647805505.076"
12461,"SAS",1977,"153599832378.001"
12462,"SAS",1978,"174773663985.822"
12463,"SAS",1979,"195751155053.95"
12464,"SAS",1980,"236032168287.024"
12465,"SAS",1981,"250213642682.993"
12466,"SAS",1982,"258869184632.769"
12467,"SAS",1983,"274032732754.838"
12468,"SAS",1984,"272757831561.659"
12469,"SAS",1985,"296598984608.841"
12470,"SAS",1986,"314128086826.783"
12471,"SAS",1987,"348793922921.638"
12472,"SAS",1988,"374789860688.18"
12473,"SAS",1989,"378225287812.599"
12474,"SAS",1990,"407187416126.755"
12475,"SAS",1991,"362262604127.014"
12476,"SAS",1992,"384733595737.262"
12477,"SAS",1993,"381100185645.185"
12478,"SAS",1994,"432324142458.395"
12479,"SAS",1995,"479849581301.107"
12480,"SAS",1996,"524970419712.2"
12481,"SAS",1997,"550712123644.937"
12482,"SAS",1998,"558424594165.819"
12483,"SAS",1999,"598323918709.828"
12484,"SAS",2000,"630429061929.228"
12485,"SAS",2001,"645870273837.063"
12486,"SAS",2002,"677627487567.085"
12487,"SAS",2003,"791002717916.674"
12488,"SAS",2004,"917089339402.252"
12489,"SAS",2005,"1050585317863.97"
12490,"SAS",2006,"1196088039743.31"
12491,"SAS",2007,"1504193483987.56"
12492,"SAS",2008,"1527472606190.11"
12493,"SAS",2009,"1683456769133.31"
12494,"SAS",2010,"2060781195903.17"
12495,"SAS",2011,"2274545488716.22"
12496,"SAS",2012,"2300183795624.87"
12497,"SAS",2013,"2360023451695.2"
12498,"SAS",2014,"2584551170321.86"
12499,"SAS",2015,"2700207657238.33"
12500,"SAS",2016,"2926348779932.11"
12501,"SAS",2017,"3348219136908.6"
12502,"SAS",2018,"3436884615713.16"
12503,"SAS",2019,"3596914996945.22"
12504,"SAS",2020,"3351519770520.79"
12505,"SAU",1960,
12506,"SAU",1961,
12507,"SAU",1962,
12508,"SAU",1963,
12509,"SAU",1964,
12510,"SAU",1965,
12511,"SAU",1966,
12512,"SAU",1967,
12513,"SAU",1968,"4187777711.11111"
12514,"SAU",1969,"4485777644.44444"
12515,"SAU",1970,"5377268848.52944"
12516,"SAU",1971,"7184863276.54536"
12517,"SAU",1972,"9664067929.6561"
12518,"SAU",1973,"14947491056.4605"
12519,"SAU",1974,"45412971909.3794"
12520,"SAU",1975,"46773303720.8932"
12521,"SAU",1976,"64005623870.3227"
12522,"SAU",1977,"74188363505.8532"
12523,"SAU",1978,"80265732292.5833"
12524,"SAU",1979,"111859726428.738"
12525,"SAU",1980,"164541658298.596"
12526,"SAU",1981,"184291888767.191"
12527,"SAU",1982,"153238991868.875"
12528,"SAU",1983,"129171602025.147"
12529,"SAU",1984,"119624918956.209"
12530,"SAU",1985,"103897892810.979"
12531,"SAU",1986,"86962013010.5552"
12532,"SAU",1987,"85695941760.0451"
12533,"SAU",1988,"88256162068.9725"
12534,"SAU",1989,"95344352823.6969"
12535,"SAU",1990,"117630271802.48"
12536,"SAU",1991,"132223268491.322"
12537,"SAU",1992,"137087876662.216"
12538,"SAU",1993,"132967901415.22"
12539,"SAU",1994,"135174886488.652"
12540,"SAU",1995,"143343036341.789"
12541,"SAU",1996,"158662398744.993"
12542,"SAU",1997,"165963557409.88"
12543,"SAU",1998,"146775498080"
12544,"SAU",1999,"161716960000"
12545,"SAU",2000,"189514926213.333"
12546,"SAU",2001,"184137469733.333"
12547,"SAU",2002,"189605920240"
12548,"SAU",2003,"215807655253.333"
12549,"SAU",2004,"258742263040"
12550,"SAU",2005,"328459700114.755"
